id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,valid_coords,price_per_night,days_since_last_review,has_recent_review,host_experience_level,high_availability,review_month,review_year,business_friendly,license_status,area
39418,"Comfortable Home Base, Bernal Heights, great area!",169184,Therese And Nelson,,Bernal Heights,37.741,-122.42018,Entire home,89.0,30,27,2023-12-09,0.17,1,249,1,,True,2.966666666666667,459.0,False,New Host,True,12.0,2023.0,False,Unknown,Southern
40092,Cute Private Apt in the hip Mission,172182,Brian & Leah,,Mission,37.7617,-122.41887,Entire home,114.0,30,107,2024-08-24,0.62,2,178,1,,True,3.8,200.0,False,Casual Host,False,8.0,2024.0,False,Unknown,Eastern
41055,Quiet Cozy Castro Cottage,178043,Chas,,Castro/Upper Market,37.76123,-122.43326,Entire home,140.0,4,88,2024-11-15,0.51,2,31,2,2023-009640STR,True,35.0,117.0,False,Casual Host,False,11.0,2024.0,True,Unknown,Other
41423,Guest Cottage - SF,180715,Dana,,Glen Park,37.7369,-122.43451,Entire home,148.0,30,159,2024-08-28,0.91,1,365,2,30 Day Minimum Stay Required,True,4.933333333333334,196.0,False,New Host,True,8.0,2024.0,False,Unknown,Other
41609,Spacious Quiet SF Downtown Work-From-Home Retreat,54299,Peter,,Downtown/Civic Center,37.78887,-122.41306,Entire home,178.0,30,30,2024-03-23,0.18,1,39,1,,True,5.933333333333334,354.0,False,New Host,False,3.0,2024.0,False,Unknown,Central
42060,Duboce park Edwardian apartment.,183862,Cole,,Western Addition,37.77091,-122.43208,Entire home,130.0,90,8,2024-04-28,0.05,1,89,1,,True,1.4444444444444444,318.0,False,New Host,False,4.0,2024.0,False,Unknown,Northern
44032,The Mission-100% Private,98733,David + Tina,,Mission,37.75229,-122.41169,Entire home,69.0,30,302,2024-11-14,1.74,1,90,1,,True,2.3,118.0,False,New Host,False,11.0,2024.0,False,Unknown,Eastern
45299,Private Castro Studio with king sized bed,178043,Chas,,Castro/Upper Market,37.76122,-122.43297,Entire home,91.0,3,165,2024-11-12,0.95,2,34,9,City Registration Pending,True,30.333333333333332,120.0,False,Casual Host,False,11.0,2024.0,True,Pending,Other
47486,Beautiful Historical Location. EZ  parking.,215133,Richard,,Ocean View,37.72377,-122.46962,Entire home,75.0,30,34,2020-12-05,0.2,1,180,0,,True,2.5,1558.0,False,New Host,False,12.0,2020.0,False,Unknown,Other
47682,One-bedroom apt.  Lafayette Park,216682,Jay,,Pacific Heights,37.79186,-122.42429,Entire home,125.0,30,36,2024-08-11,0.21,9,180,1,,True,4.166666666666667,213.0,False,Experienced Host,False,8.0,2024.0,False,Unknown,Northern
51557,Centrally Located Victorian Apartment,237200,Len,,Western Addition,37.7714,-122.42935,Entire home,125.0,183,109,2022-08-27,0.63,1,358,0,,True,0.6830601092896175,928.0,False,New Host,True,8.0,2022.0,False,Unknown,Northern
51773,Prime Location - Very Small Cozy Room,216682,Jay,,Pacific Heights,37.79255,-122.42483,Private room,48.0,30,167,2024-02-02,1.01,9,78,1,,True,1.6,404.0,False,Experienced Host,False,2.0,2024.0,False,Unknown,Northern
54518,Historic SF Financial District Home,255971,Kathy,,Financial District,37.79337,-122.40198,Entire home,139.0,30,22,2024-08-10,0.13,1,331,4,,True,4.633333333333334,214.0,False,New Host,True,8.0,2024.0,False,Unknown,Central
54634,Studio Apartment Lafayette Park,216682,Jay,,Pacific Heights,37.79313,-122.42517,Entire home,107.0,30,51,2024-06-01,0.3,9,365,1,,True,3.566666666666667,284.0,False,Experienced Host,True,6.0,2024.0,False,Unknown,Northern
55636,"❤️ Super luxury Apt, Great View,  5 Star Reviews",262875,Paul,,Twin Peaks,37.74778,-122.44566,Entire home,120.0,30,31,2024-01-07,0.18,1,337,1,,True,4.0,430.0,False,New Host,True,1.0,2024.0,False,Unknown,Other
56621,Prime Location - Large Private Room,216682,Jay,,Pacific Heights,37.79183,-122.42425,Private room,62.0,30,128,2023-05-14,0.75,9,170,0,,True,2.066666666666667,668.0,False,Experienced Host,False,5.0,2023.0,False,Unknown,Northern
57561,"Bernal Heights Apartment, Patio + Parking",272890,Theodore,,Bernal Heights,37.74686,-122.41507,Entire home,178.0,30,232,2024-10-01,1.35,1,334,5,City registration pending,True,5.933333333333334,162.0,False,New Host,True,10.0,2024.0,False,Pending,Southern
59702,Garden Cottage Charming!,287136,Toby,,Bernal Heights,37.74042,-122.41341,Private room,100.0,30,192,2019-07-20,1.17,1,116,0,STR-0000109,True,3.3333333333333335,2062.0,False,New Host,False,7.0,2019.0,False,Licensed,Southern
63247,Lovely art suite with parking and yard,290120,Anne,,Mission,37.74921,-122.41422,Entire home,188.0,2,441,2024-09-27,2.59,2,67,1,STR-0000315,True,94.0,166.0,False,Casual Host,False,9.0,2024.0,True,Licensed,Eastern
64165,Great room in a fantastic location!,237691,Regina,,Marina,37.80182,-122.4291,Private room,122.0,30,77,2024-06-22,0.47,3,264,1,,True,4.066666666666666,263.0,False,Casual Host,True,6.0,2024.0,False,Unknown,Northern
66119,Large garden studio  apt. near Golden Gate Park,52862,Joe,,Outer Richmond,37.77775,-122.47975,Entire home,95.0,30,97,2024-06-14,0.6,3,364,1,City registration pending,True,3.1666666666666665,271.0,False,Casual Host,True,6.0,2024.0,False,Pending,Western
68239,Beautiful 1bdr apt by Dolores Park in Mission,337833,Philipp,,Mission,37.75393,-122.42505,Entire home,277.0,30,51,2024-10-22,0.31,1,32,4,,True,9.233333333333333,141.0,False,New Host,False,10.0,2024.0,False,Unknown,Eastern
69410,Private 1BR Inner Richmond Apt,347624,Patrick,,Inner Richmond,37.77585,-122.46413,Entire home,60.0,30,72,2024-11-01,0.44,1,47,5,,True,2.0,131.0,False,New Host,False,11.0,2024.0,False,Unknown,Other
70753,Single Bed In 8 Bed Dorm - Downtown @ ITH Hostels,329072,James & Friends,,Financial District,37.7937,-122.40417,Shared room,57.0,1,456,2024-10-31,2.7,4,271,13,428539.0,True,57.0,132.0,False,Casual Host,True,10.0,2024.0,False,Unknown,Central
71645,"Northslope Studio in Bernal Heights with a Zen, Leafy Patio",367464,Jeff,,Bernal Heights,37.74409,-122.40846,Entire home,139.0,3,372,2024-12-03,3.49,1,71,67,STR-0004597,True,46.333333333333336,99.0,False,New Host,False,12.0,2024.0,True,Licensed,Southern
72444,Single Bed In 8 Bed Quiet Dorm @ ITH Hostels,329072,James & Friends,,Financial District,37.7937,-122.40417,Shared room,45.0,1,577,2024-10-05,3.46,4,271,8,428539.0,True,45.0,158.0,False,Casual Host,True,10.0,2024.0,False,Unknown,Central
77175,Private Studio with Kitchenette,395569,Tyler&Shoreh,,Glen Park,37.73711,-122.43525,Entire home,120.0,3,411,2024-11-29,2.47,1,156,23,STR-0000227,True,40.0,103.0,False,New Host,False,11.0,2024.0,True,Licensed,Other
78651,Heart of the Mission: Hot spot,142882,Jessica And Sebouh,,Mission,37.75585,-122.42081,Private room,85.0,30,92,2019-10-25,0.56,2,364,0,STR-0000875,True,2.8333333333333335,1965.0,False,Casual Host,True,10.0,2019.0,False,Licensed,Eastern
81158,Sweet 1 br Garden Apartment -  Lewhit Cottage,439589,Brent,,Western Addition,37.78408,-122.44436,Entire home,83.0,30,36,2024-11-15,0.22,1,209,4,,True,2.7666666666666666,117.0,False,New Host,True,11.0,2024.0,False,Unknown,Northern
83257,Charming Lower Pac Hts Private Room,453743,Kimberly,,Western Addition,37.78353,-122.44369,Private room,90.0,7,113,2024-01-18,0.69,1,346,1,STR-0000187,True,12.857142857142858,419.0,False,New Host,True,1.0,2024.0,True,Licensed,Northern
91957,Sunny SF Flat with 5*s,495796,Joy,,Haight Ashbury,37.76137,-122.44976,Entire home,225.0,30,93,2019-01-01,0.58,1,365,0,City registration pending,True,7.5,2262.0,False,New Host,True,1.0,2019.0,False,Pending,Other
96383,Prime Location Bright Private Room,216682,Jay,,Pacific Heights,37.79359,-122.42421,Private room,64.0,30,142,2023-06-17,0.86,9,90,0,,True,2.1333333333333333,634.0,False,Experienced Host,False,6.0,2023.0,False,Unknown,Northern
99094,Spacious Edwardian Flat SF Mission,522225,Marzio,,Mission,37.76945,-122.42456,Entire home,280.0,3,23,2023-02-23,0.14,1,33,0,2024-005671STR,True,93.33333333333333,748.0,False,New Host,False,2.0,2023.0,True,Unknown,Eastern
109883,San Francisco Serenity private/ lovely home,566147,Adam,,West of Twin Peaks,37.73374,-122.46264,Entire home,130.0,2,509,2024-12-01,3.1,1,361,35,STR-0004737,True,65.0,101.0,False,New Host,True,12.0,2024.0,True,Licensed,Other
110825,Charming Cottage with Bay View,568933,Michael,,Bayview,37.71664,-122.38981,Entire home,120.0,30,9,2019-08-11,0.06,1,287,0,,True,4.0,2040.0,False,New Host,True,8.0,2019.0,False,Unknown,Eastern
114401,Room w/ a View in the Castro!,580606,George,,Castro/Upper Market,37.760567,-122.431068,Private room,115.0,1,758,2024-11-19,4.6,1,356,35,STR-0000045,True,115.0,113.0,False,New Host,True,11.0,2024.0,True,Licensed,Other
115242,Telegraph Hill-Full Bay View.Updated 1br++.Parking,582450,Dawn,,North Beach,37.80599,-122.40943,Entire home,140.0,30,21,2023-08-26,0.13,1,177,0,,True,4.666666666666667,564.0,False,New Host,False,8.0,2023.0,False,Unknown,Central
121065,Victorian 1BR/1BA in Castro/Duboce,608445,Hassan,,Western Addition,37.77117,-122.43292,Entire home,120.0,30,35,2017-07-09,0.23,2,306,0,,True,4.0,2803.0,False,Casual Host,True,7.0,2017.0,False,Unknown,Northern
124011,Golden Gate Park/UCSF Family High-Tech Victorian,617985,Patrick,,Inner Sunset,37.76317,-122.47029,Entire home,580.0,7,32,2024-06-10,0.26,1,281,4,STR-0001525,True,82.85714285714286,275.0,False,New Host,True,6.0,2024.0,True,Licensed,Other
132441,"*SALE* Calm, Cool & Collected on Sunny Bernal Hill",650862,Kurt,,Bernal Heights,37.73987,-122.4234,Private room,86.0,1,203,2024-10-31,1.24,1,179,11,2024-009040STR,True,86.0,132.0,False,New Host,False,10.0,2024.0,True,Unknown,Southern
138221,Lone Mountain Pied A Terre,674976,Phil,,Inner Richmond,37.77664,-122.45586,Entire home,120.0,30,87,2024-08-01,0.53,2,93,3,,True,4.0,223.0,False,Casual Host,False,8.0,2024.0,False,Unknown,Other
138592,Modern Architectural Gem - 4 Bdrm,648553,Julie & Brad,,Noe Valley,37.75635,-122.42864,Entire home,1250.0,5,36,2024-12-01,0.22,1,222,2,Pending Application,True,250.0,101.0,False,New Host,True,12.0,2024.0,True,Pending,Other
144978,Prime Location - Small Basic Room,216682,Jay,,Pacific Heights,37.79233,-122.42431,Private room,49.0,30,123,2023-12-15,0.75,9,180,1,,True,1.6333333333333333,453.0,False,Experienced Host,False,12.0,2023.0,False,Unknown,Northern
147443,Best Views in all of San Francisco,709325,Mark,,Twin Peaks,37.74742,-122.44477,Entire home,167.0,30,107,2023-05-31,0.65,4,248,0,,True,5.566666666666666,651.0,False,Casual Host,True,5.0,2023.0,False,Unknown,Other
148627,Marina Studio w/ Private Entrance + Full Kitchen,709325,Mark,,Marina,37.79961,-122.42771,Entire home,60.0,30,120,2024-05-31,0.76,4,334,3,,True,2.0,285.0,False,Casual Host,True,5.0,2024.0,False,Unknown,Northern
148769,Ground Floor Studio with Garage Parking,709325,Mark,,Twin Peaks,37.75181,-122.44777,Entire home,70.0,30,97,2024-03-04,0.76,4,346,1,,True,2.3333333333333335,373.0,False,Casual Host,True,3.0,2024.0,False,Unknown,Other
150347,Cute Private 2Br Apt in the Mission with Parking!,172182,Brian & Leah,,Mission,37.75981,-122.4188,Entire home,160.0,30,133,2024-09-08,0.82,2,205,1,,True,5.333333333333333,185.0,False,Casual Host,True,9.0,2024.0,False,Unknown,Eastern
166771,DOWNEY STREET - Victorian Flat,794467,Patti,,Haight Ashbury,37.76973,-122.44695,Entire home,150.0,30,174,2024-07-14,1.08,1,182,2,,True,5.0,241.0,False,New Host,False,7.0,2024.0,False,Unknown,Other
175090,Financial Dist. Near Union Square/North Beach,127367,Michelle,,Financial District,37.79203,-122.40284,Entire home,85.0,30,31,2024-11-04,0.19,4,294,3,,True,2.8333333333333335,128.0,False,Casual Host,True,11.0,2024.0,False,Unknown,Central
175102,Financial District: Rooftop deck.Near dining/shops,127367,Michelle,,Chinatown,37.79175,-122.4045,Entire home,95.0,30,56,2024-08-11,0.35,4,239,1,,True,3.1666666666666665,213.0,False,Casual Host,True,8.0,2024.0,False,Unknown,Other
183859,"Family-Friendly Flat In San Francisco, CA. USA",882283,Stephen,,Glen Park,37.73604,-122.43777,Entire home,229.0,3,361,2024-12-02,2.37,1,330,22,STR-0000017,True,76.33333333333333,100.0,False,New Host,True,12.0,2024.0,True,Licensed,Other
193292,Nice Rooms With Private 1/2 Bath,937281,Lauren&Sarah,,Noe Valley,37.75117,-122.42567,Private room,120.0,30,63,2014-09-22,0.4,1,364,0,,True,4.0,3824.0,False,New Host,True,9.0,2014.0,False,Unknown,Other
208714,Cozy fully furnished one bedroom apartment in SF,1027819,Ac,,Downtown/Civic Center,37.78897,-122.41245,Entire home,175.0,30,78,2018-01-11,0.48,1,364,0,City registration pending,True,5.833333333333333,2617.0,False,New Host,True,1.0,2018.0,False,Pending,Central
208831,Suite in Heart of North Beach.,1028577,Peter,,Russian Hill,37.80121,-122.41339,Entire home,143.0,3,654,2024-11-04,4.07,1,67,46,STR-0000318,True,47.666666666666664,128.0,False,New Host,False,11.0,2024.0,True,Licensed,Central
209514,Haight Ashbury Experience Room 2,1032643,Joshua Martin,,Haight Ashbury,37.77085,-122.44863,Private room,72.0,1,655,2024-11-11,4.06,5,361,27,STR-0001099,True,72.0,121.0,False,Casual Host,True,11.0,2024.0,True,Licensed,Other
212783,Haight Ashbury Experience Room 1,1032643,Joshua Martin,,Haight Ashbury,37.77062,-122.44883,Private room,73.0,1,638,2024-11-18,3.96,5,349,30,STR-0001099,True,73.0,114.0,False,Casual Host,True,11.0,2024.0,True,Licensed,Other
213532,Haight Ashbury Experience Room 4,1032643,Joshua Martin,,Haight Ashbury,37.77175,-122.45012,Private room,70.0,1,733,2024-11-03,4.55,5,359,36,STR-0001099,True,70.0,129.0,False,Casual Host,True,11.0,2024.0,True,Licensed,Other
218006,ASHA BAY Little private Room,812808,Mukt,,Excelsior,37.72525,-122.43013,Private room,55.0,2,138,2024-10-27,0.86,1,3,4,STR-0003069,True,27.5,136.0,False,New Host,False,10.0,2024.0,True,Licensed,Southern
220418,Haight Ashbury Experience Room 3,1032643,Joshua Martin,,Haight Ashbury,37.77031,-122.44948,Private room,70.0,1,584,2024-11-15,3.63,5,353,19,STR-0001099,True,70.0,117.0,False,Casual Host,True,11.0,2024.0,True,Licensed,Other
231129,Nob Hill Mini Mansion,1208533,Antonio,,Nob Hill,37.79278,-122.41007,Entire home,909.0,3,75,2024-09-30,0.48,6,325,1,Str-0003058,True,303.0,163.0,False,Experienced Host,True,9.0,2024.0,True,Unknown,Central
231752,Mid-Century Garden Flat in Charming Upper Castro Victorian,691445,LeighAnna,,Castro/Upper Market,37.75751,-122.44016,Entire home,250.0,180,85,2024-11-16,0.54,1,335,1,,True,1.3888888888888888,116.0,False,New Host,True,11.0,2024.0,False,Unknown,Other
232060,Garden Suite Near UCSF-Holiday Discount,1214006,Syl & Art,,Inner Sunset,37.75893,-122.4664,Entire home,88.0,30,121,2024-10-29,0.77,1,365,5,,True,2.933333333333333,134.0,False,New Host,True,10.0,2024.0,False,Unknown,Other
238204,Spacious Getaway Near the Ocean,1248132,"Jennifer, Maria , Andrew",,Parkside,37.74245616660865,-122.50423138281931,Entire home,144.0,3,316,2024-11-11,1.98,1,221,18,STR-0000446,True,48.0,121.0,False,New Host,True,11.0,2024.0,True,Licensed,Western
251792,3 BR Family-Friendly Private Home with Hottub,1320750,Nilesh,,Outer Sunset,37.75474,-122.48924,Entire home,439.0,2,46,2024-11-28,0.29,1,235,22,2022-009176STR,True,219.5,104.0,False,New Host,True,11.0,2024.0,True,Unknown,Western
256176,Private entrance bd/bath by GG Park,976125,Eva,,Inner Richmond,37.77608489990234,-122.4555206298828,Private room,100.0,2,494,2024-11-22,3.11,1,353,24,2023-004361STR,True,50.0,110.0,False,New Host,True,11.0,2024.0,True,Unknown,Other
269463,Elegant Victorian Flat in Haight,1244308,Lawrence,,Golden Gate Park,37.7683,-122.45345,Entire home,195.0,2,178,2024-11-17,1.12,1,312,3,STR-0000224,True,97.5,115.0,False,New Host,True,11.0,2024.0,True,Licensed,Other
271602,Luxury Condo Downtown/ SoMa,1421296,Richard,,South of Market,37.77907,-122.40503,Entire home,115.0,30,123,2024-09-28,0.78,1,62,3,STR-0000846,True,3.8333333333333335,165.0,False,New Host,False,9.0,2024.0,False,Licensed,Eastern
274334,Clean Suite with private bath near Ocean Beach,1434669,Ashli,,Outer Sunset,37.7517,-122.5051,Private room,87.0,3,197,2024-09-17,1.25,1,143,31,STR-0003516,True,29.0,176.0,False,New Host,False,9.0,2024.0,True,Licensed,Western
284117,"Cozy, Charming Cottage nestled in a Quiet Garden",1479905,Samantha,,Noe Valley,37.7427,-122.42951,Entire home,94.0,30,221,2024-10-15,1.42,2,118,1,STR-0002962,True,3.1333333333333333,148.0,False,Casual Host,False,10.0,2024.0,False,Licensed,Other
308885,North Beach Best Location and View,1588855,Arbe,,Financial District,37.79739,-122.4052,Entire home,123.0,30,113,2024-08-11,0.76,2,363,1,,True,4.1,213.0,False,Casual Host,True,8.0,2024.0,False,Unknown,Central
314248,Pacific Heights 3 bedroom home with garage,1614566,Sarah,,Pacific Heights,37.78946,-122.43538,Entire home,425.0,7,75,2024-11-10,0.56,1,293,8,STR-0000133,True,60.714285714285715,122.0,False,New Host,True,11.0,2024.0,True,Licensed,Northern
314368,2BR North Beach - Perfect for Business or Leisure,1229762,Jason,,North Beach,37.80333,-122.40962,Entire home,585.0,2,101,2024-11-30,1.27,2,149,8,STR-0003012,True,292.5,102.0,False,Casual Host,False,11.0,2024.0,True,Licensed,Central
325478,Spacious & artsy 2br Dolores Park flat,1579337,Markus,,Mission,37.76122,-122.42319,Entire home,385.0,4,182,2024-12-01,1.17,1,22,13,2024-007525STR,True,96.25,101.0,False,New Host,False,12.0,2024.0,True,Unknown,Eastern
326650,Lovely beautiful Apt Pac Fillmore,1670339,Michele,,Western Addition,37.78539,-122.43202,Entire home,189.0,30,32,2015-08-07,0.21,2,365,0,,True,6.3,3505.0,False,Casual Host,True,8.0,2015.0,False,Unknown,Northern
330535,Victorian Flat amongst the Trees.,625762,Ryan And Lindsea,,Haight Ashbury,37.76699,-122.44643,Entire home,150.0,30,119,2023-11-01,0.77,2,86,0,,True,5.0,497.0,False,Casual Host,False,11.0,2023.0,False,Unknown,Other
338849,Best area Bright LARGE Beautiful,1670339,Michele,,Western Addition,37.78599,-122.43232,Private room,188.0,30,3,2014-10-16,0.02,2,365,0,,True,6.266666666666667,3800.0,False,Casual Host,True,10.0,2014.0,False,Unknown,Northern
348714,Elegant Queen Ann Victorian Studio,78610,George,,Haight Ashbury,37.77347,-122.44364,Entire home,175.0,3,460,2024-11-24,2.99,1,308,32,STR-0000173,True,58.333333333333336,108.0,False,New Host,True,11.0,2024.0,True,Licensed,Other
350479,"Sunny, garden view bedroom",1776403,Natallia,,Mission,37.7575,-122.4097,Private room,79.0,5,63,2024-10-04,0.42,5,265,3,STR-0000166,True,15.8,159.0,False,Casual Host,True,10.0,2024.0,True,Licensed,Eastern
353292,"Mid-Century Modern Flat, Central Locale",1789683,Tim,,Western Addition,37.77079,-122.42925,Private room,80.0,30,26,2024-06-29,0.17,1,363,3,STR-0003832,True,2.6666666666666665,256.0,False,New Host,True,6.0,2024.0,False,Licensed,Northern
371595,"Private Garden Room- Near UCSF, Sutter Heath & DT",165574,Jonathan,,Presidio Heights,37.78146,-122.45619,Entire home,75.0,30,254,2024-02-15,1.64,2,162,1,STR-0000138,True,2.5,391.0,False,Casual Host,False,2.0,2024.0,False,Licensed,Northern
377569,Cozy room in the Mission,1897399,Alessandra,,Mission,37.75019,-122.4093,Private room,40.0,30,121,2024-04-19,0.79,1,156,1,STR-0003301,True,1.3333333333333333,327.0,False,New Host,False,4.0,2024.0,False,Licensed,Eastern
379349,Best location in San Francisco,1901233,Miriam,,Haight Ashbury,37.76646,-122.44425,Entire home,136.0,3,453,2024-10-13,2.98,1,348,26,STR-0000963,True,45.333333333333336,150.0,False,New Host,True,10.0,2024.0,True,Licensed,Other
394575,Grand and Cozy 1920's SF Studio,1190192,Mike & Nic,,Bernal Heights,37.74131,-122.41179,Entire home,130.0,2,570,2024-11-28,3.71,1,285,35,STR-0000920,True,65.0,104.0,False,New Host,True,11.0,2024.0,True,Licensed,Southern
413663,Luxury PanoView NoeValley Penthouse,1371146,Alex,,Noe Valley,37.7488,-122.44064,Entire home,300.0,30,72,2017-02-27,0.48,1,364,0,,True,10.0,2935.0,False,New Host,True,2.0,2017.0,False,Unknown,Other
415498,Prime Location - Studio Apartment,216682,Jay,,Pacific Heights,37.79249,-122.4256,Entire home,82.0,30,33,2024-10-11,0.21,9,90,3,,True,2.7333333333333334,152.0,False,Experienced Host,False,10.0,2024.0,False,Unknown,Northern
423300,"Wild Garden unit  (coders' paradise, 1000 sq .ft.)",1776403,Natallia,,Mission,37.75686,-122.41019,Entire home,85.0,30,37,2024-08-10,0.25,5,94,3,STR-0000166,True,2.8333333333333335,214.0,False,Casual Host,False,8.0,2024.0,False,Licensed,Eastern
424846,San Francisco Pied-à-terre,2112291,Martha,,Inner Richmond,37.78226,-122.47628,Private room,196.0,2,254,2024-10-27,2.04,1,328,3,STR-0001079,True,98.0,136.0,False,New Host,True,10.0,2024.0,True,Licensed,Other
431862,Penthouse Studio w BBQ and Rooftop Deck!,1257432,San Francisco Life,,Downtown/Civic Center,37.78130409758853,-122.42065396188924,Entire home,115.0,30,20,2024-05-25,0.15,29,313,1,,True,3.8333333333333335,291.0,False,Professional Host,True,5.0,2024.0,False,Unknown,Central
437385,"Tranquil Queen Suite/Private Bath, Coastal Access",2172763,Melanie,,Outer Richmond,37.77901881174357,-122.50375716429164,Private room,95.0,2,324,2024-11-17,2.12,1,268,12,STR-0000204,True,47.5,115.0,False,New Host,True,11.0,2024.0,True,Licensed,Western
438940,Classic Room in the Heart of The Castro,1841207,Craig,,Castro/Upper Market,37.758919,-122.434776,Private room,78.0,2,174,2024-11-16,1.14,1,129,31,STR-0001810,True,39.0,116.0,False,New Host,False,11.0,2024.0,True,Licensed,Other
442397,OceanBeach 2bdrm2Bath FreeParking!,2198311,Marianne,,Outer Sunset,37.7587,-122.5088,Entire home,300.0,4,160,2024-11-18,1.05,1,121,6,STR-0002072,True,75.0,114.0,False,New Host,False,11.0,2024.0,True,Licensed,Western
444675,"SF Hills Lux 3-Bed. Bay Views, Yard, Deck, Parking",2206832,Athena,,Glen Park,37.74088,-122.43251,Entire home,173.0,30,13,2024-01-07,0.09,2,117,1,,True,5.766666666666667,430.0,False,Casual Host,False,1.0,2024.0,False,Unknown,Other
465723,Charming suite in West Portal area,305557,Sheila,,Parkside,37.7398,-122.47326,Entire home,160.0,30,452,2022-04-16,2.97,1,365,0,STR-0000132,True,5.333333333333333,1061.0,False,New Host,True,4.0,2022.0,False,Licensed,Western
467507,Gorgeous Bernal Heights Studio Apartment,2320888,Jennifer,,Bernal Heights,37.74797,-122.41111,Entire home,161.0,3,411,2024-12-02,2.69,1,329,43,STR-0005349,True,53.666666666666664,100.0,False,New Host,True,12.0,2024.0,True,Licensed,Southern
