id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
42720400,Heart of Noe Valley - Modern Victorian 2 Bedroom,79711096,Patricia,,Noe Valley,37.751629,-122.432159,Entire home/apt,175,30,6,2024-10-31,0.12,1,269,1,
42737862,nice place fill like home,28051244,Ilan,,Downtown/Civic Center,37.78169,-122.41609,Private room,,31,0,,,1,0,0,
42807849,"Blueground | Mission Bay, gym, bbq, nr lightrail",107434423,Blueground,,South of Market,37.772587,-122.393081,Entire home/apt,274,31,0,,,175,177,0,
42814290,Beautiful custom  condoCANNOT BE RENTED FOR<30 DAY,14380818,Stephen,,Western Addition,37.7878,-122.44031,Entire home/apt,,31,0,,,1,0,0,
42815848,Studio Suite near San Francisco's Union Square,20704144,William,,Downtown/Civic Center,37.78696,-122.41099,Private room,162,2,7,2022-09-23,0.12,21,14,0,Exempt
42841900,"Serene 1-BR Condo w Parking, in North Embarcadero",988375,Jennifer,,North Beach,37.80291,-122.40595,Entire home/apt,,30,0,,,17,0,0,
42856533,SF Parkside 3B/2B&free parking,90349994,Juanjuan,,Parkside,37.73865,-122.48404,Private room,,2,124,2024-11-05,2.89,1,69,19,STR-0004039
42857430,Maximum Comfort at the Heart of Castro - Unique!,1972139,Raquel,,Castro/Upper Market,37.76246,-122.4371,Entire home/apt,130,30,3,2024-10-05,0.09,1,208,2,City registration pending
42867788,Donatello Hotel.,52178915,Jim,,Downtown/Civic Center,37.78697,-122.41104,Entire home/apt,,2,34,2023-11-17,0.75,51,0,0,Exempt
42891780,Newly Renovated near Painted Ladies / Hayes Valley,2060012,Ari,,Western Addition,37.77359,-122.43046,Private room,55,30,7,2023-10-30,0.14,33,337,0,
42914481,Deluxe Queen Room with Shared Bathroom,309729224,Hayes Valley Inn,,Western Addition,37.77806,-122.42364,Private room,92,1,14,2024-08-17,0.32,8,361,3,Exempt
42914792,Standard Double Room with Shared Bathroom,309729224,Hayes Valley Inn,,Downtown/Civic Center,37.77755,-122.42275,Private room,85,1,32,2024-09-19,0.69,8,364,5,Exempt
42914809,Standard Queen Room with Shared Bathroom,309729224,Hayes Valley Inn,,Western Addition,37.77822,-122.42418,Private room,88,1,147,2024-11-11,3.31,8,364,44,Exempt
42914824,Standard Twin Room with Shared Bathroom,309729224,Hayes Valley Inn,,Downtown/Civic Center,37.77793,-122.42265,Private room,88,1,188,2024-10-18,3.52,8,362,19,Exempt
42917380,Master Bedroom in fully furnished Mid Century Apt,41954868,Heather,,Noe Valley,37.75424,-122.42772,Private room,,30,0,,,1,0,0,
42941567,Duboce Triangle Studio,303118342,Jesse,,Castro/Upper Market,37.76768,-122.43643,Entire home/apt,95,30,2,2022-05-30,0.06,22,306,0,
42956000,Lone Mountain/USF Efficiency,73356825,Drew,,Inner Richmond,37.77663,-122.456,Entire home/apt,60,30,4,2024-11-30,0.11,1,208,2,
42962964,Functional Private Room #315 E,335380214,John,,Chinatown,37.79587953299946,-122.40817039382686,Private room,71,30,0,,,7,218,0,
42982252,The Oasis: Gorgeous Room in Beautiful Home!,2146719,Nikki,,Bayview,37.72004,-122.39395,Private room,54,30,13,2024-03-18,0.24,8,306,1,
43009268,Practical Private Room #315 D,335380214,John,,Nob Hill,37.79407186592026,-122.41009278692847,Private room,77,30,0,,,7,307,0,
43031022,Beautiful Bright Room in the Mission,4191595,Laura & Larry,,Bernal Heights,37.73411,-122.4271,Private room,43,30,10,2024-05-17,0.18,5,245,2,
43054806,Mediterranean Revival Flat with Spectacular Views,13694323,Marco,,Castro/Upper Market,37.75749,-122.43647,Entire home/apt,190,30,15,2024-08-22,0.28,1,114,4,
43059936,DO NOT PUBLISH BEFORE MERGING 26110-KADA,302987199,Palihotel,,Downtown/Civic Center,37.78914,-122.40722,Private room,135,1,0,,,4,365,0,Exempt
43067903,Accessible Private Room #344 B,335380214,John,,Mission,37.76023,-122.41817,Private room,117,30,0,,,7,248,0,
43069303,Sunny SF private room 5-mins Walk to BART. W/ Desk,79715071,Yusuke,,Ocean View,37.72063,-122.44992,Private room,,30,4,2024-04-07,0.09,6,5,1,
43077495,Mission/Potrero Hill Private Bedroom,18415786,Charlie,,Mission,37.7539,-122.40743,Private room,,31,0,,,1,0,0,
43089212,"Airy Room and Bath, Downtown/Airport quick access",2984805,Darrell,,Excelsior,37.72483,-122.40455,Private room,60,1,116,2024-11-10,2.33,3,92,13,STR-0004367
43116773,3 bedroom Home (4 beds)  -Dolores Park,23319517,Chris,,Mission,37.76855,-122.42566,Entire home/apt,350,30,0,,,1,358,0,
43131853,Newly remodeled condo heart of SOMA San Francisco,5569348,Sako,,Financial District,37.78321,-122.39972,Entire home/apt,,180,0,,,1,0,0,
43147452,#LD15 Sunny room for 1-2 near Union Sq/Downtown,267895362,Rocky,,Nob Hill,37.79169,-122.4203,Private room,60,365,0,,,50,365,0,
43149204,Cozy Spacious Furnished 1BR-APT in the Heart of SF,7179228,Jonathan,,Inner Richmond,37.77882,-122.45555,Entire home/apt,103,30,14,2023-12-22,0.30,3,148,1,
43149731,Luxury 2b/2b high rise - Rincon Hill/Fidi/SoMa,7088871,Shadi,,South of Market,37.78624,-122.39035,Entire home/apt,176,30,0,,,2,325,0,
43157568,Inn at the Opera: old world charm in the city,245447609,Kim,,Downtown/Civic Center,37.77813,-122.42254,Entire home/apt,250,2,1,2024-10-27,0.77,13,269,1,1106655
43157614,Union Square large hotel studio,245447609,Kim,,Downtown/Civic Center,37.77897,-122.4232,Entire home/apt,,3,1,2023-09-14,0.07,13,0,0,timeshare
43200504,Civic Center Vista,303118342,Jesse,,Western Addition,37.77548,-122.43234,Entire home/apt,132,30,0,,,22,337,0,
43220752,"Modern, Stylish 1Bd in Mission Dolores",19205444,Dorian,,Mission,37.7657,-122.42598,Entire home/apt,149,30,11,2024-11-17,0.25,1,365,4,
43221081,1800U - Modern 3B2B Upper Unit @ FWY & Light Rail,219791143,Victor 2,,Bayview,37.73678,-122.39551,Entire home/apt,120,30,61,2023-11-27,1.09,2,177,0,City registration pending
43223129,Private Bedroom with Private Bathroom in SOMA,320776642,Zarina,,South of Market,37.77561,-122.41555,Private room,,365,0,,,1,363,0,
43223213,Golden Gate views,89059429,Alexis,,Russian Hill,37.80089,-122.42172,Entire home/apt,200,30,0,,,1,365,0,
43271982,#Q38 Private Room.Noe Valley.Newly remodeled House,267895362,Rocky,,Noe Valley,37.75323,-122.42885,Private room,54,365,0,,,50,365,0,
43278051,Your SOMA luxury getaway-Walk to downtown or UCSF,5166113,Morgan,,South of Market,37.77839,-122.39643,Entire home/apt,250,30,18,2023-10-24,0.33,1,156,0,
43312620,"Luxury Penthouse in Russian Hill, San Francisco",122074829,Edward,,Russian Hill,37.80036,-122.41225,Entire home/apt,1200,30,11,2024-11-17,0.31,2,28,4,
43335381,Bernal Heights Staycation,251124879,Guesthop,,Bernal Heights,37.73877,-122.41252,Private room,262,3,71,2024-06-29,1.38,1,87,4,STR-0004930
43335731,Luxe Private Getaway in the Heart of Nob Hill!,27368404,Eddie,,Nob Hill,37.79644,-122.41173,Entire home/apt,222,30,12,2024-08-11,0.23,4,240,2,
43336594,Condo with fantastic views!,88602439,Elena,,Western Addition,37.78743,-122.42238,Entire home/apt,150,30,0,,,2,356,0,
43336608,"1 br Condo.Gym,pool, jacuzzi, sauna, 24h security",88602439,Elena,,Downtown/Civic Center,37.78777,-122.42075,Entire home/apt,151,30,4,2024-09-09,0.13,2,331,1,
43346862,King bed Free Park,20850212,Young,,Marina,37.79759,-122.42398,Private room,129,1,111,2024-09-29,2.10,16,180,9,License not needed per OSTR
43348706,"1-2 Bed ""SUNNY CLASSIC"" nr Valencia & Dolores Park",4152942,Clara,,Mission,37.75983,-122.42166,Entire home/apt,111,30,5,2023-01-03,0.09,7,122,0,
43349696,SF Quiet 1 bedroom Suite w/Kitchen Nr BUS to FIDI,226555948,Gi'Angelo,,Excelsior,37.72625,-122.40317,Entire home/apt,99,90,8,2024-08-28,0.16,10,264,3,
43349769,Modern guest suite in a safe part of San Francisco,8180570,Irina,,Parkside,37.74006,-122.4925,Entire home/apt,121,1,113,2024-11-10,2.08,1,65,19,STR-0004855
43372025,Stunning 2 Bed Apt Russian Hill with garden,122074829,Edward,,Russian Hill,37.79985,-122.41304,Entire home/apt,210,30,15,2024-12-01,0.53,2,337,4,
43395762,Bright Sunset Room and Bath near Beach and Park,301855381,Hai Lin,,Outer Sunset,37.75168,-122.48952,Private room,65,2,84,2024-11-06,2.68,1,89,26,2022-003839STR
43412641,Guest Perch · Dolores Park · Mission/Noe · Hot Tub,46107941,Robert,,Mission,37.76077,-122.42561,Entire home/apt,205,1,386,2024-11-24,7.18,6,127,104,STR-0005916
43423845,San Francisco Victorian Home near Dolores Park,4440278,Emmanuel,,Castro/Upper Market,37.76211,-122.43069,Entire home/apt,850,30,3,2021-07-16,0.07,3,269,0,
43431631,Architect's House with Skyline Views in Noe Valley,13445416,Alex,,Noe Valley,37.74783,-122.43641,Entire home/apt,800,3,24,2024-11-28,0.46,1,294,1,STR-0005091
43459680,Luxurious Boho Mission home w/ outdoor space,826995,Kary,,Mission,37.76042,-122.41961,Entire home/apt,249,30,8,2024-06-09,0.16,1,317,1,
43475468,Beautiful Mission District Home and Backyard,65136730,Ryan,,Mission,37.75721,-122.41245,Entire home/apt,,30,0,,,1,0,0,
43477163,Large Private Bedroom next to Market Street,346671348,Jules,,Downtown/Civic Center,37.78241,-122.41051,Private room,,30,0,,,4,0,0,
43477461,Bright Nice Studio,150732464,Salman,,Nob Hill,37.79564,-122.41789,Private room,55,30,6,2024-06-02,0.18,7,326,2,
43485535,Cozy bedroom right next to Market Street,346671348,Jules,,Downtown/Civic Center,37.7829,-122.41032,Private room,,30,0,,,4,0,0,
43488825,Bubble House Upstairs Flat - 2 BR 1  BTH by Beach,8597535,Laura,,Outer Sunset,37.75632,-122.49987,Entire home/apt,260,1,154,2024-11-16,2.79,2,160,31,STR-0000512
43500476,SF City Chalet,35989641,Elie,,Outer Mission,37.72145,-122.44561,Entire home/apt,168,2,95,2024-10-20,1.92,1,351,25,1116855
43510827,SF Queen Garden Retreat (Cole Valley): Shared Home,43954646,Lance,,Golden Gate Park,37.76698,-122.45373,Private room,,30,7,2024-01-19,0.13,2,0,1,
43517252,Private BR in a luxury house with amazing view,87606891,Amir,,Bayview,37.73542,-122.38626,Private room,48,30,3,2024-06-05,0.14,2,156,1,
43517881,Private Bedroom in a luxury house with view,87606891,Amir,,Bayview,37.73642,-122.38594,Private room,47,30,7,2024-09-16,0.25,2,251,3,
43525924,"Newly renovated apartment,best location+ parking",3688605,Irina,,Western Addition,37.78095,-122.42454,Entire home/apt,,30,12,2024-01-21,0.24,1,0,1,
43535706,Sunny Penthouse Garden View Flat (ColeValley),43918217,Mike,,Inner Sunset,37.76541,-122.45459,Entire home/apt,173,30,11,2023-05-31,0.22,7,121,0,
43544022,Private bedroom with 3 beds right next to Market!,346671348,Jules,,Downtown/Civic Center,37.78405,-122.41057,Private room,,30,0,,,4,0,0,
43547939,#F38 Private Room.Noe Valley.Newly remodeled House,267895362,Rocky,,Noe Valley,37.75191,-122.42818,Private room,47,365,0,,,50,365,0,
43548028,Private bedroom in San Francisco,346671348,Jules,,Downtown/Civic Center,37.78297,-122.4098,Private room,,30,0,,,4,0,0,
43565930,Cozy Nook in the Heart of Noe Valley,2761772,Traci,,Noe Valley,37.75034,-122.43334,Entire home/apt,75,30,46,2024-10-25,0.88,1,141,4,Pending Application
43582741,Penthouse Studio ~ Safe Waterfront Location,32390258,Andy,,South of Market,37.78794,-122.38987,Entire home/apt,109,60,10,2024-10-15,0.21,1,329,5,
43605780,Cozy Comfy Beautiful 2 Beds 1 Bath in SF Sunset,347363658,May,,Outer Sunset,37.7513,-122.49381,Private room,100,1,179,2024-11-30,4.42,1,147,52,STR-0004670
43635205,SOMA apartments 1 BR summer sublet,104635458,Eun Youb,,South of Market,37.7839,-122.39751,Entire home/apt,,190,0,,,1,0,0,
43637265,"Historic brick loft, one block from waterfront",28977499,Dan,,South of Market,37.78876,-122.39029,Entire home/apt,176,30,23,2024-11-11,0.43,1,198,3,
43667068,Art Deco masterpiece with essence of luxury,79547260,Vy,,Financial District,37.79203,-122.39552,Entire home/apt,,30,0,,,1,0,0,
43669457,"Music, Content and Podcasting.",20559227,Luis,,South of Market,37.77064,-122.40352,Private room,420,1,0,,,1,365,0,
43703455,Remodeled 1BR Garden Apt in a perfect location,5790586,Nectar,,Inner Sunset,37.76058,-122.46873,Entire home/apt,197,3,108,2024-10-12,2.21,1,209,22,STR-0004904
43710126,Elegance Sunset | Modern 4BR Cozy Retreat,34007109,Vicky,,Inner Sunset,37.761,-122.47689,Entire home/apt,411,1,150,2024-11-22,2.77,3,125,37,STR-0003784
43712950,Edwardian Home,2450324,Kenneth And Mike,,Western Addition,37.7693,-122.43297,Entire home/apt,650,4,20,2024-08-09,0.38,1,186,9,2023-008024STR
43714290,The TenderNob Gatsby Suite on Leavenworth,314029653,Karl,,Nob Hill,37.79646,-122.41632,Private room,,32,0,,,1,0,0,
43717711,"A Cozy, Clean, & Tidy Room For You",71567392,Alene,,Parkside,37.73681,-122.49748,Private room,45,30,3,2022-03-31,0.08,2,31,0,
43729319,New Executive Suite - N. Beach/Telegraph Hill,330745922,Connie,,North Beach,37.79921,-122.40573,Entire home/apt,169,30,13,2024-10-25,0.25,5,143,2,
43738007,Sleek Richmond Charmer,1892430,Jan,,Inner Richmond,37.77588,-122.46895,Entire home/apt,130,30,4,2023-10-04,0.08,18,198,0,
43789407,"2 Bed ""HAYES VALLEY CENTRAL""",4152942,Clara,,Western Addition,37.77502,-122.42709,Entire home/apt,129,30,5,2023-11-30,0.10,7,183,0,
43818989,Noe Valley Quiet Neighborhood Gem,222085441,Marcia,,Noe Valley,37.75337,-122.43879,Entire home/apt,279,30,1,2021-10-31,0.03,1,358,0,
43821247,Downstairs Private Garden Suite!,3794114,Audrey And Humphrey,,Parkside,37.73962,-122.47815,Private room,89,3,99,2024-10-26,1.87,1,170,7,STR-0004856
43836180,Casa Verde - Modern Luxury in Perfect Location,428414,Adrian,,Glen Park,37.74012,-122.42614,Entire home/apt,500,3,11,2024-07-29,0.38,1,7,5,STR-0004702
43839602,"Blueground | Rincon Hill, gym, rooftop, hot tub",107434423,Blueground,,Financial District,37.7872571,-122.3963215,Entire home/apt,201,31,0,,,175,258,0,
43840297,"La Monarca by Kasa | Studio, Walk to Union Square",88566861,Kasa,,Downtown/Civic Center,37.78904,-122.41335,Entire home/apt,129,1,299,2024-11-25,5.66,15,284,120,License not needed per OSTR
43840352,La Monarca by Kasa | Enjoy Bay Window Views,88566861,Kasa,,Downtown/Civic Center,37.7895,-122.41102,Entire home/apt,139,1,828,2024-11-29,15.44,15,291,302,License not needed per OSTR
43840354,La Monarca by Kasa | Studio Queen in Nob Hill,88566861,Kasa,,Downtown/Civic Center,37.78756,-122.41298,Entire home/apt,138,1,158,2024-11-29,3.17,15,283,52,License not needed per OSTR
43840355,"La Monarca by Kasa | Studio King, Weekly Stays",88566861,Kasa,,Downtown/Civic Center,37.7874,-122.41308,Private room,148,7,248,2024-11-06,4.93,15,289,21,License not needed per OSTR
43849384,Sunny Penthouse 1BR/1BA in Cole Valley & GG Park,43918217,Mike,,Inner Sunset,37.76575,-122.45342,Entire home/apt,185,30,15,2023-06-15,0.29,7,87,0,
43879677,Large  Stdio with View  on top of the top floor,694377,Beatrice,,Nob Hill,37.79356,-122.41208,Entire home/apt,95,30,4,2024-03-15,0.22,18,270,2,
43894729,The Homestead,775963,Eileen,,Noe Valley,37.74966,-122.43824,Private room,140,2,147,2024-11-29,4.45,2,316,57,STR-0005101
43910662,Cozy Garden Apartment with a Private Entrance,330231,Richard,,Marina,37.80249,-122.44539,Entire home/apt,140,30,13,2024-04-30,0.34,9,247,2,
43916035,Comfy North Beach Home,117517541,Jeannie,,North Beach,37.80386,-122.41376,Entire home/apt,481,3,16,2024-12-02,2.32,1,203,16,2024-004055STR
43916082,Beautiful 2b2b floor,284454905,Weizhen,,Crocker Amazon,37.71227,-122.43735,Private room,124,1,48,2024-11-24,2.92,1,163,41,2022-003183STR
43926564,1 BR Suite + Private Rooftop + Gym l Dogpatch,248285981,The Landing,,Potrero Hill,37.75836,-122.39587,Entire home/apt,125,30,9,2024-04-30,0.17,2,302,2,
43928758,"Nice  2 bedroom, 2 ba apartment wtih a large deck",17013917,Taya,,Outer Richmond,37.77945,-122.48574,Entire home/apt,145,30,7,2023-03-31,0.13,3,359,0,
43947688,"Big, quiet, top flr apt, hot tub, views, king beds",9194713,Lance,,Visitacion Valley,37.71974,-122.40413,Entire home/apt,513,2,48,2024-11-04,1.14,8,321,18,STR-0005709
43987361,Jean's Private AirBnB studio,352419230,Jean,,Excelsior,37.71545,-122.43288,Private room,69,1,54,2024-08-24,1.01,2,180,7,2024-001724STR
44061995,Haight Ashbury Plant Sanctuary,38648,Sheila,,Haight Ashbury,37.77031,-122.45276,Entire home/apt,111,30,12,2024-11-15,0.33,1,200,3,
44106348,Art deco studio in the heart of San Francisco,4522397,Halim,,Downtown/Civic Center,37.78498,-122.41549,Entire home/apt,100,30,1,2024-10-31,0.86,2,118,1,
44118516,Entire 4-bedroom home in heart of San Francisco,370518,Brent,,Mission,37.76837,-122.41733,Entire home/apt,349,2,66,2024-11-02,1.33,1,36,11,STR-0006532
44120283,Luxurious Ghirardelli Square Aparthotel/Condo,354452046,Joseph,,Russian Hill,37.80464374254691,-122.42443698494638,Entire home/apt,858,2,19,2024-09-23,0.37,2,71,9,1130306
44139093,Beautiful 2 bed/2 bath - 1 block from Marina Blvd!,137027970,Leila,,Marina,37.80387,-122.43378,Entire home/apt,298,30,8,2024-07-20,0.15,1,306,3,
44210941,"3 Bed ""HAYES VALLEY CENTRAL""",4152942,Clara,,Western Addition,37.775580923999506,-122.42799739248564,Entire home/apt,139,30,3,2024-01-02,0.06,7,153,1,
44262841,New Bernal Heights studio w/ Private Outdoor Space,155667185,Keri,,Bernal Heights,37.74676,-122.40702,Entire home/apt,125,2,162,2024-11-22,3.13,1,103,34,STR-0004442
44278394,Beautiful San Francisco Room,203065170,Serhan,,Noe Valley,37.74908,-122.43267,Private room,,30,0,,,18,0,0,
44304989,Midcentury San Francisco Refuge,4366018,Billy,,Glen Park,37.74175,-122.42539,Entire home/apt,,30,0,,,1,78,0,
44307673,"A Clean, Well-Lighted Place",2956748,Ajay,,Noe Valley,37.75092,-122.4352,Entire home/apt,,30,7,2021-10-06,0.14,1,0,0,
44323000,Tall Loft Condo by  trendy Valencia corridor,988375,Jennifer,,South of Market,37.77215,-122.42167,Entire home/apt,,30,4,2023-03-31,0.11,17,0,0,
44323323,Charming 2 BR guest suite with private parking,77807259,Guanying,,Outer Sunset,37.75216,-122.4841,Entire home/apt,120,2,189,2024-12-01,3.72,1,167,44,STR-0004885
44339384,Convenient Studio Blocks from Union Square,4430421,Landmark,,Downtown/Civic Center,37.78566,-122.41023,Entire home/apt,74,30,1,2021-11-27,0.03,80,178,0,
44340065,Bright/Corner Downtown Studio,4430421,Landmark,,Downtown/Civic Center,37.78562,-122.41044,Entire home/apt,74,30,3,2023-11-11,0.06,80,177,0,
44341422,New & Historic SF home w/ flexible WFH 4 BR/3 BA,47784114,Dylan,,Potrero Hill,37.76007,-122.39038,Entire home/apt,,30,4,2024-03-21,0.08,1,0,2,
44354428,Charming & chic 2bd Condo w parking QUIET LOCATION,8537620,Matt,,Castro/Upper Market,37.766075,-122.437706,Entire home/apt,255,30,9,2024-09-20,0.27,1,277,2,
44377815,"Spacious, Renovated, and Sunny Condo WITH PARKING",55491137,Mayank,,Mission,37.75586,-122.40585,Entire home/apt,,30,1,2022-07-06,0.03,1,0,0,STR-0005687
44380001,DESIGNER FLAT! Patio+Firepit+Steam Rm (30-day min),559810,Liisa,,Bernal Heights,37.74635,-122.40694,Entire home/apt,149,30,44,2024-10-01,0.84,2,246,2,STR-0001234
44388465,"Beautiful, Light Filled Condo in 10/10 Location",5817608,Jesse,,Western Addition,37.77175,-122.42934,Entire home/apt,,30,5,2022-01-30,0.10,1,0,0,
44394000,Nice flat in vibrant neighborhood,9130610,Mark,,Mission,37.75722,-122.41027,Entire home/apt,,4,20,2023-09-20,0.46,2,0,0,STR-0004894
44434972,Jean’s private studio,352419230,Jean,,Excelsior,37.71705,-122.43385,Private room,69,1,55,2024-09-20,1.33,2,179,10,2024-001724STR
44464605,Remodeled Downtown Apartment - Convenience!,4430421,Landmark,,Downtown/Civic Center,37.78459,-122.41603,Entire home/apt,74,30,0,,,80,177,0,
44493175,Small studio one block from  Golden Gate park,157059672,Vasily,,Outer Sunset,37.76325,-122.48698,Entire home/apt,70,30,13,2023-08-19,0.26,1,92,0,
44523362,Beautiful Studio With Stunning View of Downtown,12264996,Andrea & Luong,,Castro/Upper Market,37.75931,-122.44447,Entire home/apt,189,2,107,2024-11-13,2.05,1,239,33,STR-0005054
44530899,Charming & Modern Space with High-end Amenities 🙌🏻,360187354,Ziv,,Castro/Upper Market,37.76049,-122.4414,Entire home/apt,228,2,208,2024-11-29,4.49,1,77,53,2023-011786STR
44553770,Stunning Views 1 Block from Mission Dolores Park,59345532,Lissi,,Castro/Upper Market,37.75923,-122.43135,Entire home/apt,226,2,29,2024-11-30,1.43,1,16,17,STR-0005357
44562619,Family Freindly w/Parking & View & BBQ & Workspace,49685469,Svetlana,,West of Twin Peaks,37.73823,-122.44511,Entire home/apt,319,30,13,2024-10-31,0.25,1,364,2,1116499
44609975,Private Amazing Garden Retreat in SF Mission,72788131,Dan,,Mission,37.75479,-122.41112,Entire home/apt,67,30,8,2024-09-14,0.16,2,351,2,
44618237,Private Bathroom Huge Sunny SF Bedroom,203065170,Serhan,,Noe Valley,37.74728,-122.43295,Private room,,30,2,2023-08-23,0.05,18,0,0,
44631455,"League Of Its Own, Smart Home, 360 Roof Top Views",988375,Jennifer,,North Beach,37.80464,-122.40956,Entire home/apt,,30,0,,,17,0,0,
44640480,Sunny apartment with a large private deck,694377,Beatrice,,Nob Hill,37.79377,-122.41426,Entire home/apt,140,30,3,2024-02-03,0.07,18,295,1,
44657842,Pied à terre in the heart of the City,47056261,Colleen,,Nob Hill,37.79053,-122.41328,Entire home/apt,117,30,20,2024-08-10,0.40,1,96,5,
44667442,Family-friendly guest suite near Glen Park BART,555501,Liwei,,Outer Mission,37.73063,-122.42976,Entire home/apt,122,2,83,2024-10-22,1.94,1,178,7,2024-003629STR
44683264,Historic Mission Studio w/ Character & Charm,4430421,Landmark,,Mission,37.75588,-122.4238,Entire home/apt,91,30,3,2023-09-30,0.07,80,180,0,
44684762,Quaint Downtown SF Studio Apartment,4430421,Landmark,,Downtown/Civic Center,37.78599,-122.41192,Entire home/apt,81,30,3,2022-08-11,0.09,80,177,0,
44705121,Convenient/Cozy Downtown Studio,4430421,Landmark,,Downtown/Civic Center,37.78521,-122.40983,Entire home/apt,74,30,0,,,80,180,0,
44707253,Quaint Downtown SF Studio blocks from Union Square,4430421,Landmark,,Downtown/Civic Center,37.78549,-122.41149,Entire home/apt,74,30,0,,,80,180,0,
44799193,Cozy Downtown Studio Across from Hilton SF,4430421,Landmark,,Downtown/Civic Center,37.78458,-122.41053,Entire home/apt,73,30,1,2022-07-31,0.03,80,178,0,
44907640,Bernal Heights Garden Apartment with Bay Views,28976623,Eli,,Bernal Heights,37.74129,-122.40951,Entire home/apt,,31,16,2024-05-15,0.42,1,11,1,2023-002848STR
44962398,Downtown SF Studio Close to Union Square,4430421,Landmark,,Downtown/Civic Center,37.78552,-122.41209,Entire home/apt,81,30,1,2024-11-08,1,80,180,1,
44964546,Quaint Corner Studio in Downtown/Civic Center,4430421,Landmark,,Downtown/Civic Center,37.78527,-122.41029,Entire home/apt,73,30,5,2024-10-22,0.18,80,177,2,
44966218,Stunning Home in North Beach,363004359,Stacy,,North Beach,37.80435,-122.41142,Entire home/apt,799,2,56,2024-10-13,1.08,1,323,26,2023-010083STR
44997657,Modern Flat with Kitchenette in North Beach,16250434,Benjamin,,Russian Hill,37.80125,-122.41439,Entire home/apt,120,30,30,2022-06-16,0.58,1,364,0,pending
44999980,Cozy Corner Studio in Downtown/Civic Center,4430421,Landmark,,Downtown/Civic Center,37.78461,-122.41054,Entire home/apt,78,30,1,2022-08-18,0.04,80,177,0,
45000465,Top Floor Spacious Mission Studio,4430421,Landmark,,Mission,37.76471,-122.41711,Entire home/apt,84,30,1,2021-09-26,0.03,80,130,0,
45001059,Top Floor Studio in Historic Building,4430421,Landmark,,Mission,37.75465,-122.42299,Entire home/apt,91,30,4,2023-08-12,0.10,80,180,0,
45003134,Ocean Beach San Francisco PrivEntranceFREE Parking,145413103,Paula,,Outer Sunset,37.75523,-122.49686,Entire home/apt,102,1,195,2024-11-28,7.55,1,29,118,2022-010928STR
45029834,Remodeled Downtown/Civic Center Studio - Light!,4430421,Landmark,,Downtown/Civic Center,37.78552,-122.41576,Entire home/apt,85,30,1,2022-08-24,0.04,80,180,0,
45078628,63A UCSF/Gg PARK 2bd/2ba apt newly renovated,62034618,Ting Ting,,Outer Sunset,37.76393,-122.47932,Entire home/apt,120,30,1,2021-10-06,0.03,15,365,0,
45080917,"Spacious Guest Suite, nr UCSF, GG Park, USF, Ocean",56931251,Esther,,Outer Sunset,37.75296,-122.48119,Entire home/apt,,5,84,2024-08-27,1.66,1,0,13,2024-004281STR
45092739,Oceanview 5bd High-end Home Beach/GGP with parking,78910325,Li,,Outer Richmond,37.77746,-122.50077,Entire home/apt,389,30,53,2024-07-31,1.14,6,337,2,STR-0005205
45104646,Top Floor Downtown 2x1,4430421,Landmark,,Downtown/Civic Center,37.78452,-122.41585,Entire home/apt,114,30,2,2024-09-15,0.07,80,177,1,
45105995,"Cozy, Serene Potrero Hill Cottage",156917089,Barb,,Potrero Hill,37.75833,-122.39561,Entire home/apt,95,30,5,2024-09-30,0.12,1,172,2,
45106798,Beautiful SF Room with Bay Window Downtown Views,203065170,Serhan,,Noe Valley,37.74769,-122.43159,Private room,,30,7,2023-01-30,0.14,18,0,0,
45115201,Duboce Studio,1892430,Jan,,Western Addition,37.76961,-122.43565,Entire home/apt,85,30,2,2022-09-16,0.05,18,337,0,
45123088,Bright & Cozy Top Floor SF Studio,4430421,Landmark,,Downtown/Civic Center,37.78434,-122.41061,Entire home/apt,76,30,2,2022-02-18,0.04,80,180,0,
45123692,Bright Downtown SF 5th Floor Studio,4430421,Landmark,,Downtown/Civic Center,37.78436,-122.41002,Entire home/apt,81,30,2,2021-11-01,0.04,80,180,0,
45125280,Convenient Downtown Top Floor Studio,4430421,Landmark,,Downtown/Civic Center,37.78392,-122.41009,Entire home/apt,76,30,1,2023-08-08,0.06,80,180,0,
45143062,Quiet private 1 bedroom home + onsite parking,9080666,Sandy,,Ocean View,37.71975,-122.45119,Entire home/apt,75,30,5,2024-05-22,0.11,3,348,1,
45179395,1 BR Suite + Rooftop + Gym l Dogpatch,248285981,The Landing,,Potrero Hill,37.75686,-122.39441,Entire home/apt,125,30,9,2024-08-24,0.20,2,246,3,
45190219,Bungalow on the Beach,156504244,Richard,,Outer Richmond,37.77225,-122.50802,Entire home/apt,140,30,1,2023-06-19,0.06,1,365,0,
45190995,Sunny furnished 1BR in Russian Hill,9576522,Siya,,Russian Hill,37.80097,-122.4228,Entire home/apt,,30,1,2020-10-31,0.02,1,0,0,
45193354,Upscale 1 Bedroom 2 Bath with Views in SOMA,13832870,International,,South of Market,37.78404,-122.40694,Entire home/apt,210,30,0,,,22,278,0,
